"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testQuantities","Surefire suite","Thu May 08 09:45:22 GMT 2025","failed","Thu May 08 09:45:22 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testQuantities"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3583","possibilityAddingMocha","Surefire suite","Thu May 08 09:45:39 GMT 2025","passed","Thu May 08 09:45:43 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","230","checkIncorrectCardIngredientsLength","Surefire suite","Thu May 08 09:45:14 GMT 2025","passed","Thu May 08 09:45:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"","1","testRecipeOrder","Surefire suite","Thu May 08 09:45:22 GMT 2025","passed","Thu May 08 09:45:22 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testRecipeOrder"
"","160","checkIncorrectCardIngredients","Surefire suite","Thu May 08 09:45:13 GMT 2025","passed","Thu May 08 09:45:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","147","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","148","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:12 GMT 2025","passed","Thu May 08 09:45:12 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","0","testRecipeOrder","Surefire suite","Thu May 08 09:46:25 GMT 2025","passed","Thu May 08 09:46:25 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","testRecipeOrder"
"","1641","testAddMultipleCupsToCart","Surefire suite","Thu May 08 09:45:22 GMT 2025","passed","Thu May 08 09:45:24 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testAddMultipleCupsToCart"
"","1502","VerifyEmail3","Surefire suite","Thu May 08 09:46:29 GMT 2025","passed","Thu May 08 09:46:30 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail3"
"","101","checkIncorrectCardTitles","Surefire suite","Thu May 08 09:45:14 GMT 2025","passed","Thu May 08 09:45:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"","557","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:23 GMT 2025","failed","Thu May 08 09:46:24 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","131","checkIncorrectFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:15 GMT 2025","passed","Thu May 08 09:45:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","3","firstTest","Surefire suite","Thu May 08 09:45:02 GMT 2025","passed","Thu May 08 09:45:02 GMT 2025","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","Surefire test","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","firstTest"
"","156","checkCorrectCardPrices","Surefire suite","Thu May 08 09:45:09 GMT 2025","passed","Thu May 08 09:45:10 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","1515","VerifyEmail2","Surefire suite","Thu May 08 09:46:27 GMT 2025","passed","Thu May 08 09:46:28 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail2"
"","0","firstTest","Surefire suite","Thu May 08 09:46:02 GMT 2025","passed","Thu May 08 09:46:02 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"","171","checkIncorrectCardIngredients","Surefire suite","Thu May 08 09:45:13 GMT 2025","passed","Thu May 08 09:45:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","13","testRecipeIngredientsOrder","Surefire suite","Thu May 08 09:45:02 GMT 2025","failed","Thu May 08 09:45:02 GMT 2025","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","Surefire test","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","testRecipeIngredientsOrder"
"","227","checkIncorrectCardIngredients","Surefire suite","Thu May 08 09:45:13 GMT 2025","passed","Thu May 08 09:45:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5202","possibilityAddingMocha","Surefire suite","Thu May 08 09:45:49 GMT 2025","passed","Thu May 08 09:45:54 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3522","possibilityAddingMocha","Surefire suite","Thu May 08 09:45:28 GMT 2025","passed","Thu May 08 09:45:32 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","132","checkCorrectCardPrices","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","0","firstTest","Surefire suite","Thu May 08 09:45:25 GMT 2025","passed","Thu May 08 09:45:25 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","firstTest"
"","150","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:13 GMT 2025","passed","Thu May 08 09:45:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","506","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:19 GMT 2025","failed","Thu May 08 09:46:20 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1","testRecipeIngredientsOrder","Surefire suite","Thu May 08 09:45:09 GMT 2025","failed","Thu May 08 09:45:09 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","testRecipeIngredientsOrder"
"","1632","testSuccessfulPaymentClearCart","Surefire suite","Thu May 08 09:46:16 GMT 2025","passed","Thu May 08 09:46:17 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearCart"
"","432","VerifyEmail6","Surefire suite","Thu May 08 09:46:32 GMT 2025","passed","Thu May 08 09:46:33 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail6"
"","153","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:12 GMT 2025","passed","Thu May 08 09:45:12 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","42","checkCorrectCardTitles","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","1","testRecipeIngredientsOrder","Surefire suite","Thu May 08 09:45:22 GMT 2025","failed","Thu May 08 09:45:22 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testRecipeIngredientsOrder"
"","1550","testSuccessfulPaymentClearCart","Surefire suite","Thu May 08 09:46:04 GMT 2025","passed","Thu May 08 09:46:06 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearCart"
"","990","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:21 GMT 2025","failed","Thu May 08 09:46:22 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","211","checkIncorrectCardIngredients","Surefire suite","Thu May 08 09:45:13 GMT 2025","passed","Thu May 08 09:45:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","1504","VerifyEmail4","Surefire suite","Thu May 08 09:46:30 GMT 2025","passed","Thu May 08 09:46:32 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail4"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1346","possibilityAddingMocha","Surefire suite","Thu May 08 09:45:48 GMT 2025","broken","Thu May 08 09:45:49 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","140","checkIncorrectFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:15 GMT 2025","passed","Thu May 08 09:45:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","153","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:12 GMT 2025","passed","Thu May 08 09:45:12 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","0","testRecipeOrder","Surefire suite","Thu May 08 09:45:02 GMT 2025","passed","Thu May 08 09:45:02 GMT 2025","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","Surefire test","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","testRecipeOrder"
"","0","testRecipeOrder","Surefire suite","Thu May 08 09:45:25 GMT 2025","passed","Thu May 08 09:45:25 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testRecipeOrder"
"","138","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:12 GMT 2025","passed","Thu May 08 09:45:12 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","175","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:12 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","0","testRecipeOrder","Surefire suite","Thu May 08 09:46:02 GMT 2025","passed","Thu May 08 09:46:02 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testRecipeOrder"
"","490","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:17 GMT 2025","failed","Thu May 08 09:46:18 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","0","testQuantities","Surefire suite","Thu May 08 09:45:09 GMT 2025","failed","Thu May 08 09:45:09 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","testQuantities"
"","109","checkIncorrectCardPrices","Surefire suite","Thu May 08 09:45:14 GMT 2025","passed","Thu May 08 09:45:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardPrices"
"","0","firstTest","Surefire suite","Thu May 08 09:45:09 GMT 2025","passed","Thu May 08 09:45:09 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","firstTest"
"","99","checkIncorrectCardTitles","Surefire suite","Thu May 08 09:45:14 GMT 2025","passed","Thu May 08 09:45:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"","1637","testSuccessfulPaymentClearCart","Surefire suite","Thu May 08 09:46:02 GMT 2025","passed","Thu May 08 09:46:04 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearCart"
"","1063","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:20 GMT 2025","failed","Thu May 08 09:46:21 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","0","testRecipeIngredientsOrder","Surefire suite","Thu May 08 09:45:25 GMT 2025","failed","Thu May 08 09:45:25 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testRecipeIngredientsOrder"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3716","possibilityAddingMocha","Surefire suite","Thu May 08 09:45:25 GMT 2025","passed","Thu May 08 09:45:28 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify valid name/email submission shows confirmation message.","1270","verifyPaymentSubmissionWithValidData","Surefire suite","Thu May 08 09:46:00 GMT 2025","passed","Thu May 08 09:46:01 GMT 2025","com.coffeecart.ui.PaymentSubmissionWithValidDataTest","Surefire test","com.coffeecart.ui.PaymentSubmissionWithValidDataTest","verifyPaymentSubmissionWithValidData"
"","108","checkCorrectCardTitles","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","15","testQuantities","Surefire suite","Thu May 08 09:45:02 GMT 2025","failed","Thu May 08 09:45:02 GMT 2025","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","Surefire test","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","testQuantities"
"","1","firstTest","Surefire suite","Thu May 08 09:45:22 GMT 2025","passed","Thu May 08 09:45:22 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","firstTest"
"","952","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:18 GMT 2025","failed","Thu May 08 09:46:19 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1","testQuantities","Surefire suite","Thu May 08 09:46:02 GMT 2025","failed","Thu May 08 09:46:02 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testQuantities"
"","125","checkCorrectCardPrices","Surefire suite","Thu May 08 09:45:10 GMT 2025","passed","Thu May 08 09:45:10 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","1599","testSuccessfulPaymentClearCart","Surefire suite","Thu May 08 09:46:11 GMT 2025","passed","Thu May 08 09:46:12 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearCart"
"","0","firstTest","Surefire suite","Thu May 08 09:46:25 GMT 2025","passed","Thu May 08 09:46:25 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","firstTest"
"","0","testRecipeOrder","Surefire suite","Thu May 08 09:45:09 GMT 2025","passed","Thu May 08 09:45:09 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","testRecipeOrder"
"","72","checkCorrectCardTitles","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","583","testSuccessfulPaymentClearPrice","Surefire suite","Thu May 08 09:46:24 GMT 2025","failed","Thu May 08 09:46:24 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","114","checkIncorrectCardIngredientsLength","Surefire suite","Thu May 08 09:45:13 GMT 2025","passed","Thu May 08 09:45:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"","101","checkCorrectCardTitles","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","67","checkCorrectCardTitles","Surefire suite","Thu May 08 09:45:11 GMT 2025","passed","Thu May 08 09:45:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","69","checkCardsLength","Surefire suite","Thu May 08 09:45:09 GMT 2025","passed","Thu May 08 09:45:09 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","4978","possibilityAddingMocha","Surefire suite","Thu May 08 09:45:43 GMT 2025","passed","Thu May 08 09:45:48 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","140","checkIncorrectCardIngredientsLength","Surefire suite","Thu May 08 09:45:14 GMT 2025","passed","Thu May 08 09:45:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"","150","checkFullComplianceCardIngredients","Surefire suite","Thu May 08 09:45:12 GMT 2025","passed","Thu May 08 09:45:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
